Acronym,SAT ID,Launch,(expected) EOL,Satellite Programme,Agencies,Orbit,Altitude,Longitude,Inclination,Ect,Sat status,Payload,Last update
SEOSat/Ingenio,180,2020-11-17,2020-11-17,Spanish Earth Observation Satellite (also Ingenio),"CDTI
ESA",SunSync,668 km,,,10:30 desc,Lost at launch,Pléiades-Neo,2021-08-25 16:50:07
Sentinel-6A,479,2020-11-21,2026-11-30,Sentinel-6,"EUMETSAT
CNES
EC
ESA
NASA
NOAA",DRIFT,1336 km,,66°,,Operational,Pléiades-Neo,2022-02-01 16:15:26
UMBRA,951,2020-11-30,2034-11-30,UMBRA Lab inc.,"UMBRA
",SunSync,500 km,,,,Operational,Pléiades-Neo,2022-09-26 14:36:04
Falcon-Eye 2,781,2020-12-02,2024-11-30,Falcon-Eye,"EIAST
",SunSync,610 km,,,10:30 desc,Operational,Pléiades-Neo,2022-09-26 14:36:29
GF-14,885,2020-12-06,2027-11-30,Gao Fen,"CNSA
",SunSync,488 km,,,10:30 desc,Operational,"CAMMICE
CEPPAD
EFI (Polar)
HYDRA
MFE
PIXIE
PWI (Polar)
TIDE/PSI
TIMAS
UVI
VIS",2015-07-28 21:48:30
StriX-α,929,2020-12-15,2029-11-30,StriX,"Synspective
",SunSync,500 km,,97.3°,10:00 asc,Operational,PREFIRE,2022-10-03 13:28:09
Amazônia-1,11,2021-02-28,2025-11-30,Amazônia,"INPE
AEB",SunSync,752 km,,,10:30 desc,Operational,"HYC
PAN",2019-07-06 01:00:47
Arctica-M N1,465,2021-02-28,2030-11-30,Arctica in Molniya orbit,"RosHydroMet
Roscosmos",Molniya,,,63.4°,,Operational,"CHRIS
SREM-dose
SREM-particles",2022-01-03 09:00:11
BlackSky-7,796,2021-03-22,2022-11-30,BlackSky Global Commercial Imaging Constellation,"BSG
",SunSync,500 km,,,10:30 desc,Operational,"DSLP
LYRA
SWAP
TPMU",2022-01-03 12:48:38
CAS 500-1,812,2021-03-22,2024-11-30,Korea Multi-Purpose Satellite,"KARI
",SunSync,528 km,,,10:50 asc,Operational,"EPD (PROBA-V)
Végétation-P",2022-05-23 14:32:37
GF-12-02,892,2021-03-30,2028-11-30,Gao Fen,"CNSA
",SunSync,635 km,,,06:00 desc,Operational,"NFI
STEAM
WFI (PUNCH)",2022-03-07 09:43:09
Pléiades-Neo 3,821,2021-04-29,2030-11-30,Pléiades Neo,"Airbus
",SunSync,620 km,,,10:30 desc,Operational,BGIS-2000,2015-07-28 21:52:49
BlackSky-8,795,2021-05-15,2021-05-15,BlackSky Global Commercial Imaging Constellation,"BSG
",SunSync,500 km,,,10:30 desc,Lost at launch,ATMS,2022-05-30 07:48:08
BlackSky-9,794,2021-05-15,2021-05-15,BlackSky Global Commercial Imaging Constellation,"BSG
",SunSync,500 km,,,10:30 desc,Lost at launch,SeaWinds,2019-10-22 16:50:07
HY-2D,557,2021-05-19,2025-11-30,Hai Yang 2,"NSOAS
CAST",DRIFT,973 km,,66°,,Operational,SAR (RadarSat-1),2019-10-27 14:02:59
FY-4B,121,2021-06-02,2027-11-30,Feng-Yun - 4,"CMA
NRSCC",GEO,35786 km,133 ° E,,,Commissioning,SAR (RadarSat-1),2022-10-03 07:31:51
GNOMES-2,947,2021-06-30,2025-11-30,GNSS Navigation and Occultation Measurement Satellites,"PlanetiQ
",SunSync,525 km,,,TBD,Operational,REIS,2022-01-02 22:16:02
TROPICS-01 (Pathfinder),933,2021-06-30,2022-11-30,Time-Resolved Observations of Precipitation structure and storm Intensity with a Constellation of Smallsats,"NASA
",DRIFT,550 km,,30°,,Operational,OIS,2022-02-05 15:34:09
FY-3E,117,2021-07-04,2026-11-30,Feng-Yun - 3,"CMA
NRSCC",SunSync,836 km,,,05:40 desc,Commissioning,"AIS
SAR RCM",2022-10-03 08:12:28
EOS 03,526,2021-08-11,2021-08-11,Geostationary High Resolution Imager,"ISRO
",GEO,35786 km,85.5 ° E,,,Lost at launch,"AIS
SAR RCM",2022-10-03 08:13:08
Pléiades-Neo 4,822,2021-08-17,2030-11-30,Pléiades Neo,"Airbus
",SunSync,620 km,,,10:30 desc,Operational,"AIS
SAR RCM",2022-10-03 08:31:45
GF-5-02,910,2021-09-07,2027-11-30,Gao Fen,"CNSA
",SunSync,705 km,,,13:30 asc,Operational,"AWiFS
LISS-3 (ResourceSat)
LISS-4",2022-01-02 22:23:43
Landsat-9,724,2021-09-27,2030-11-30,Landsat Data Continuity Mission,"USGS
NASA",SunSync,705 km,,,10:00 desc,Operational,"AWiFS
LISS-3 (ResourceSat)
LISS-4",2022-01-02 22:26:59
BlackSky-10,903,2021-11-18,2023-11-30,BlackSky Global Commercial Imaging Constellation,"BSG
",SunSync,500 km,,,10:30 desc,Operational,"AWiFS
LISS-3 (ResourceSat)
LISS-4",2022-01-02 22:23:11
BlackSky-11,904,2021-11-18,2023-11-30,BlackSky Global Commercial Imaging Constellation,"BSG
",SunSync,500 km,,,10:30 desc,Operational,"ALISS-3
ATCOR",2021-11-25 15:04:59
GF-11-03,902,2021-11-20,2027-11-30,Gao Fen,"CNSA
",SunSync,450 km,,,10:30 desc,Operational,"ALISS-3
ATCOR",2021-11-25 15:08:57
GF-3-02,920,2021-11-22,2028-11-30,Gao Fen,"CNSA
",SunSync,740 km,,,06:00 desc,Operational,"APAN (ResourceSat-3S)
LISS-V",2022-08-16 10:44:24
Aditya-1,469,2021-11-30,2026-11-30,"Aditya
","ISRO
",L1,1500000 km,,,,Planned,"APAN (ResourceSat-3S)
LISS-V",2021-11-25 15:08:42
ALOS-3,7,2021-11-30,2027-11-30,Advanced Land Observing Satellite,"JAXA
",SunSync,669 km,,,10:30 desc,Planned,"ARINA
Geoton-1
PAMELA",2018-08-12 11:18:14
ALOS-4,751,2021-11-30,2028-11-30,Advanced Land Observing Satellite,"JAXA
",SunSync,640 km,,,12:00 desc,Planned,"MSU-E (Resurs-O1)
MSU-SK (Resurs)
SAR-Travers",2015-07-29 11:09:40
Amazônia-1B,464,2021-11-30,2025-11-30,Amazônia,"INPE
AEB",SunSync,752 km,,,10:30 desc,Planned,"MSU-E (Resurs-O1)
MSU-SK (Resurs)",2015-07-29 11:10:28
CAS 500-2,813,2021-11-30,2024-11-30,Korea Multi-Purpose Satellite,"KARI
",SunSync,528 km,,,10:50 asc,Planned,"MSU-E (Resurs-O1)
MSU-SK (Resurs)",2015-07-29 11:11:06
CFOSAT follow-on,688,2021-11-30,2026-11-30,Chinese-French Oceanography Satellite,"CNSA
CNES",SunSync,500 km,,,07:00 desc,Planned,"MP-900B
MSU-E (Resurs-O1)
MSU-SK1
ScaRaB",2015-07-29 11:11:46
COMPIRA,595,2021-11-30,2025-11-30,Coastal and Ocean measurement Mission with Precise and Innovative Radar Altimeter,"JAXA
",DRIFT,TBD km,,51°,,Planned,"GSA
Geoton-L1
ShMSA-SR
ShMSA-VR ",2022-08-23 10:07:44
GISAT-2,791,2021-11-30,2028-11-30,Geostationary High Resolution Imager,"ISRO
",GEO,35786 km,83 ° E,,,Planned,"GSA
Geoton-L1
Nucleon
ShMSA-SR
ShMSA-VR ",2022-01-12 17:36:15
HRSAT-1A,749,2021-11-30,2026-11-30,High Resolution Satellite - 1,"ISRO
",SunSync,660 km,,,09:30 desc,Planned,"GSA
Geoton-L1
ShMSA-SR
ShMSA-VR ",2022-01-12 17:38:05
HRSAT-1B,792,2021-11-30,2026-11-30,High Resolution Satellite - 1,"ISRO
",SunSync,660 km,,,09:30 desc,Planned,"GSA
Geoton-L1
ShMSA-SR
ShMSA-VR ",2022-08-23 10:09:23
HRSAT-1C,793,2021-11-30,2026-11-30,High Resolution Satellite - 1,"ISRO
",SunSync,660 km,,,09:30 desc,Planned,"GSA
Geoton-L1
ShMSA-SR
ShMSA-VR ",2022-01-12 17:39:32
HY-1E,680,2021-11-30,2027-11-30,Hai Yang 1,"NSOAS
CAST",SunSync,798 km,,,13:30 asc,Planned,RHESSI,2020-02-27 19:41:17
HY-3A,641,2021-11-30,2028-11-30,Hai Yang 3,"NSOAS
CAST",SunSync,TBD km,,,06:00 desc,Planned,SAR-C (RISAT),2020-01-04 13:53:08
HY-3B,642,2021-11-30,2028-11-30,Hai Yang 3,"NSOAS
CAST",SunSync,TBD km,,,06:00 desc,Planned,SAR-X (RISAT-2),2022-01-02 22:35:16
ISS MOLI,772,2021-11-30,2026-11-30,International Space Station,"NASA
CSA
DLR
ESA
JAXA
Roscosmos",DRIFT,407 km,,51.6°,,Planned,SAR-X (RISAT-2),2022-02-16 15:35:16
KOMPSAT-6,810,2021-11-30,2025-11-30,Korea Multi-Purpose Satellite,"KARI
",SunSync,550 km,,,06:00 asc,Planned,SAR-X (RISAT-2),2022-02-16 15:34:42
MATS,764,2021-11-30,2023-11-30,Mesospheric Airglow/Aerosol Tomography and Spectroscopy,"SNSA
",SunSync,600 km,,,06:00 desc,Planned,ROSE-L,2022-03-28 13:16:49
NEMO-AM,659,2021-11-30,2025-11-30,Nanosatellite for Earth Monitoring and Observation-Aerosol Monitoring,"ISRO
",SunSync,650 km,,,09:30 desc,Planned,,2015-07-29 11:16:35
SAC-E/SABIA-MAR A,626,2021-11-30,2026-11-30,Satélite de Aplicaciones Cientificas,"CONAE
AEB
INPE
NASA",SunSync,645 km,,,10:30 desc,Planned,"CUBIC
GXRE/GRaBS
GXRE/SOXS
HXRS
ISENA",2015-07-29 11:19:54
Sentinel-1C,754,2021-11-30,2028-11-30,Sentinel-1,"ESA
EC",SunSync,693 km,,,06:00 desc,Planned,"DCS (SAC)
FVM
GOLPE
HRTC
HSTC
ICARE
IST
MMRS
OVM",2015-07-29 11:21:01
BlackSky-12,905,2021-12-02,2023-11-30,BlackSky Global Commercial Imaging Constellation,"BSG
",SunSync,500 km,,,10:30 desc,Operational,"Aquarius
DCS (SAC)
HSC
ICARE
MWR (SAC-D)
NIRST
ROSA",2017-01-05 01:08:23
BlackSky-13,906,2021-12-02,2023-11-30,BlackSky Global Commercial Imaging Constellation,"BSG
",SunSync,500 km,,,10:30 desc,Operational,"DCS (SAC)
HSC
MUS-nir/swir",2021-01-16 12:43:11
BlackSky-14,907,2021-12-09,2023-11-30,BlackSky Global Commercial Imaging Constellation,"BSG
",DRIFT,430 km,,42°,,Operational,"DCS (SAC)
HSC
MUS-uv/vis/nir",2021-01-16 12:46:10
BlackSky-15,908,2021-12-09,2023-11-30,BlackSky Global Commercial Imaging Constellation,"BSG
",DRIFT,430 km,,42°,,Operational,"HILT
LEICA
MAST
PET",2015-07-29 11:24:55
ISS COWVR,806,2021-12-21,2023-11-30,International Space Station,"NASA
CSA
DLR
ESA
JAXA
Roscosmos",DRIFT,407 km,,51.6°,,Operational,SAR-L,2019-10-27 12:56:58
ISS GARI,924,2021-12-21,2023-01-10,International Space Station,"NASA
CSA
DLR
ESA
JAXA
Roscosmos",DRIFT,407 km,,51.6°,,Operational,SAR-L,2021-07-13 14:36:38
ISS TEMPEST-1,923,2021-12-21,2024-11-30,International Space Station,"NASA
CSA
DLR
ESA
JAXA
Roscosmos",DRIFT,400 km,,51.6°,,Operational,SAR-L,2021-11-25 15:14:20
SICH-2-30,927,2022-01-13,2026-11-30,SICH 2,"NSAU
",SunSync,700 km,,,10:50 desc,Operational,SAR-L,2021-11-25 15:15:21
CSG-2,41,2022-01-31,2028-11-30,COSMO-SkyMed Second Generation,"ASI
",SunSync,619 km,,,05:46 asc,Operational,"A-DCS
AltiKa
DORIS
LRA (CNES)",2022-01-03 09:02:29
EOS-04,604,2022-02-14,2031-11-30,Radar Imaging Satellite,"ISRO
",SunSync,529 km,,,06:00 desc,Operational,OSCAT,2021-06-10 16:21:34
NACHOS-1,957,2022-02-19,2024-11-30,Nano-satellite Atmospheric Chemistry Hyperspectral Observation System,"LANL
NASA",DRIFT,400 km,,51.6°,,Operational,DCS (CBERS),2022-01-03 09:03:30
StriX-β,930,2022-02-28,2031-11-30,StriX,"Synspective
",SunSync,500 km,,97.3°,10:00 desc,Operational,DCS (CBERS),2022-01-03 09:03:55
GOES-18,665,2022-03-01,2032-11-30,Geostationary Operational Environmental Satellite - 3rd generation,"NOAA
NASA",GEO,35786 km,137 ° W,,,Commissioning,"ACE-FTS
MAESTRO",2022-10-03 08:29:59
EnMAP,77,2022-04-01,2025-11-30,Environmental Mapping and Analysis Programme,"DLR
",SunSync,653 km,,,11:00 desc,Commissioning,SAR-X/Ku,2018-06-20 23:21:14
GNOMES-3,948,2022-04-01,2026-11-30,GNSS Navigation and Occultation Measurement Satellites,"PlanetiQ
",SunSync,645 km,,,TBD,Operational,"AIA
EVE
HMI",2022-01-03 11:40:07
BlackSky-16,925,2022-04-02,2023-11-30,BlackSky Global Commercial Imaging Constellation,"BSG
",DRIFT,430 km,,42°,,Operational,"ALT (SeaSat)
LRR (NASA)
SAR
SASS
SMMR
VIRR (Seasat)",2015-07-29 11:27:26
BlackSky-17,926,2022-04-02,2023-11-30,BlackSky Global Commercial Imaging Constellation,"BSG
",DRIFT,430 km,,42°,,Operational,SAR-C (Sentinel-1),2022-01-03 09:05:47
GF-3-03,936,2022-04-06,2029-11-30,Gao Fen,"CNSA
",SunSync,740 km,,,06:00 desc,Operational,SAR-C (Sentinel-1),2022-08-01 08:46:05
DQ-1,937,2022-04-15,2029-11-30,Gao Fen,"CNSA
",SunSync,705 km,,,13:00 asc,Commissioning,SAR-C (Sentinel-1),2019-12-05 19:32:49
SuperView Neo-1 01,938,2022-04-29,2027-11-30,SuperView also known as GaoJing,"SpacEyes
CAST",SunSync,495 km,,,,Operational,SAR-C (Sentinel-1),2019-10-27 12:47:55
SuperView Neo-1 02,939,2022-04-29,2027-11-30,SuperView also known as GaoJing,"SpacEyes
CAST",SunSync,495 km,,,,Operational,MSI (Sentinel-2A),2019-11-27 17:56:51
CICERO-2,950,2022-05-25,2034-11-30,Community Initiative for Continuing Earth Radio Occultation,"GeoOptics
",SunSync,,,,,Operational,MSI (Sentinel-2A),2019-11-27 17:58:22
TROPICS-02,895,2022-06-12,2022-06-12,Time-Resolved Observations of Precipitation structure and storm Intensity with a Constellation of Smallsats,"NASA
",DRIFT,550 km,,30°,,Lost at launch,MSI (Sentinel-2A),2021-03-10 16:01:48
TROPICS-03,896,2022-06-12,2022-06-12,Time-Resolved Observations of Precipitation structure and storm Intensity with a Constellation of Smallsats,"NASA
",DRIFT,550 km,,30°,,Lost at launch,MSI (Sentinel-2A),2021-03-10 16:08:47
MIMAN,954,2022-06-21,2024-11-30,Monochrome Imaging for Monitoring Aerosol by Nanosatellite (Cubesatyonsei),"KARI
",SunSync,710 km,,,04:00 asc,Operational,"DORIS
GPS (ESA)
LRR (ESA)
MWR (Sentinel-3)
OLCI 
SLSTR
SRAL",2020-08-21 13:22:25
GF-12-03,956,2022-06-27,2028-11-30,Gao Fen,"CNSA
",SunSync,635 km,,,06:00 desc,Commissioning,"DORIS
GPS (ESA)
LRR (ESA)
MWR (Sentinel-3)
OLCI 
SLSTR
SRAL",2020-08-21 13:23:05
Meteosat-9 (IODC),918,2022-07-01,2024-11-30,Meteosat Second Generation (MSG),"EUMETSAT
ESA",GEO,35786 km,45.5 ° E,,,Operational,"DORIS
GPS (ESA)
LRR (ESA)
MWR (Sentinel-3)
OLCI 
SLSTR
SRAL",2022-02-21 09:21:22
NACHOS-2,958,2022-07-02,2025-11-30,Nano-satellite Atmospheric Chemistry Hyperspectral Observation System,"LANL
NASA",DRIFT,500 km,,51.6°,,Commissioning,"DORIS
GPS (ESA)
LRR (ESA)
MWR (Sentinel-3)
OLCI 
SLSTR
SRAL",2022-02-21 09:21:54
SuperView Neo-2 01,962,2022-07-15,2026-11-30,SuperView also known as GaoJing,"SpacEyes
CAST",SunSync,495 km,,,07:00 desc,Operational,TROPOMI,2022-05-23 14:41:37
SuperView Neo-2 02,963,2022-07-15,2026-11-30,SuperView also known as GaoJing,"SpacEyes
CAST",SunSync,495 km,,,07:00 desc,Operational,"AMR-C
DORIS
GNSS-RO (Sentinel-6)
GPS (ESA)
HRMR
LRA (NASA)
NGRM
Poseidon-4",2022-09-26 15:12:41
StriX-1,964,2022-09-15,2031-11-30,StriX,"Synspective
",SunSync,574 km,,97.3°,10:00 desc,Commissioning,"AMR-C
DORIS
GNSS-RO (Sentinel-6)
GPS (ESA)
HRMR
LRA (NASA)
NGRM
Poseidon-4",2022-08-30 15:54:00
Argos-4 (1),965,2022-10-07,2026-11-30,Argos Data Collection System,"NOAA
CNES",SunSync,750 km,,,06:00 desc,Commissioning,"LRR (DLR)
ROHPP
SAR-X (Paz (SEOSAR))",2019-10-27 13:10:00
ASO-S (Kuafu-1),972,2022-10-08,2025-11-30,Advanced Space-based Solar Observatory,"CAS
",SunSync,744 km,,,06:00 desc,Commissioning,"MS (Ingenio)
PAN (Ingenio)
UVAS",2021-06-16 11:47:18
HJ-2E,973,2022-10-13,2029-11-30,Huan Jing,"CRESDA
CAST",SunSync,500 km,,,07:00 desc,Commissioning,GOLD,2022-01-03 16:07:47
JPSS-2,209,2022-10-31,2029-11-30,Joint Polar Satellite System,"NOAA
NASA",SunSync,824 km,,,13:30 asc,Planned,"Kondor
MSU-SK (Okean)
MWR
RLSBO
RM-08  (Okean)",2019-10-22 01:54:11
OceanSat-3,345,2022-10-31,2029-11-30,Satellite for the Ocean,"ISRO
",SunSync,723 km,,,12:00 desc,Planned,"MSU-EU
MTVZA-OK (MW)
MTVZA-OK (optical)
RLSBO
RM-08  (Okean)",2019-10-22 01:54:37
Pléiades-Neo C,823,2022-10-31,2031-11-30,Pléiades Neo,"Airbus
",SunSync,620 km,,,10:30 desc,Planned,"IREI
MBEI
Potential",2017-01-05 01:06:33
Pléiades-Neo D,824,2022-10-31,2031-11-30,Pléiades Neo,"Airbus
",SunSync,620 km,,,10:30 desc,Planned,"IREI
MBEI
Potential",2022-05-16 09:48:56
Amazônia-2,728,2022-11-30,2027-11-30,Amazônia,"INPE
AEB",SunSync,778 km,,,10:30 desc,Planned,"MUX (SJ-9)
PAN (SJ-9)",2022-01-03 15:43:28
Arctica-M N2,466,2022-11-30,2032-11-30,Arctica in Molniya orbit,"RosHydroMet
Roscosmos",Molniya,,,63.4°,,Planned,IRS (SJ-9),2022-01-03 15:43:44
BIOMASS,508,2022-11-30,2027-11-30,BIOMASS,"ESA
",SunSync,660 km,,,06:00 desc,Planned,SkySat,2022-01-03 15:34:15
EarthCARE,71,2022-11-30,2025-11-30,"Earth Clouds, Aerosol and Radiation Explorer","ESA
JAXA",SunSync,394 km,,,14:00 desc,Planned,SkySat,2018-02-01 13:39:18
Electro-L N4,613,2022-11-30,2032-11-30,Electro,"RosHydroMet
Roscosmos",GEO,35786 km,166 ° E,,,Planned,SkySat,2018-02-01 13:40:00
Electro-L N5,800,2022-11-30,2032-11-30,Electro,"RosHydroMet
Roscosmos",GEO,35786 km,76 ° E,,,Planned,SkySat,2018-02-01 13:40:50
FY-3F,119,2022-11-30,2027-11-30,Feng-Yun - 3,"CMA
NRSCC",SunSync,836 km,,,10:00 desc,Planned,SkySat,2018-02-01 13:41:26
FY-3G,520,2022-11-30,2026-11-30,Feng-Yun - 3,"CMA
NRSCC",DRIFT,407 km,,50°,,Planned,SkySat,2019-03-23 17:40:16
FY-3H,118,2022-11-30,2028-11-30,Feng-Yun - 3,"CMA
NRSCC",SunSync,836 km,,,14:00 asc,Planned,SkySat,2019-03-23 17:41:31
GOSAT-GW,752,2022-11-30,2029-11-30,Greenhouse gas Observing Satellite,"JAXA
MOE",SunSync,666 km,,,13:30 asc,Planned,SkySat,2021-06-17 18:00:49
HJ-2F,974,2022-11-30,2030-11-30,Huan Jing,"CRESDA
CAST",SunSync,,,,,Planned,SkySat,2021-06-17 18:01:20
HY-2E,682,2022-11-30,2027-11-30,Hai Yang 2,"NSOAS
CAST",SunSync,973 km,,,06:00 desc,Planned,SkySat,2021-06-17 18:02:03
HY-2H,686,2022-11-30,2027-11-30,Hai Yang 2,"NSOAS
CAST",SunSync,973 km,,,06:00 desc,Planned,SkySat,2021-06-17 18:02:40
INSAT-3DS,603,2022-11-30,2029-11-30,Indian National Satellite - 3,"ISRO
IMD",GEO,35786 km,74 ° E,,,Planned,SkySat,2022-01-03 15:34:34
Ionosphera-M N1 & N2,522,2022-11-30,2025-11-30,Ionozond,"Roscosmos
",SunSync,820 km,,,TBD,Planned,SkySat,2021-06-17 18:03:13
Ionosphera-M N3 & N4,523,2022-11-30,2025-11-30,Ionozond,"Roscosmos
",SunSync,820 km,,,TBD,Planned,SkySat,2021-06-17 18:03:57
ISS CLARREO-PF,689,2022-11-30,2023-11-30,International Space Station,"NASA
CSA
DLR
ESA
JAXA
Roscosmos",DRIFT,407 km,,51.6°,,Planned,SkySat,2022-03-21 17:14:06
ISS TSIS-2,725,2022-11-30,2025-11-30,International Space Station,"NASA
CSA
DLR
ESA
JAXA
Roscosmos",DRIFT,407 km,,51.6°,,Planned,SkySat,2022-01-03 15:34:52
KOMPSAT-7,811,2022-11-30,2024-11-30,Korea Multi-Purpose Satellite,"KARI
",SunSync,685 km,,,10:50 asc,Planned,SkySat,2022-01-03 15:35:07
Meteor-M N2-3,615,2022-11-30,2026-11-30,Meteor-3M,"RosHydroMet
Roscosmos",SunSync,820.7 km,,,09:00 desc,Planned,SkySat,2022-01-03 15:35:30
Meteor-M N2-4,616,2022-11-30,2027-11-30,Meteor-3M,"RosHydroMet
Roscosmos",SunSync,820.7 km,,,15:00 asc,Planned,SkySat,2022-01-03 15:35:47
MicroCarb,825,2022-11-30,2027-11-30,MicroCarb,"CNES
",SunSync,650 km,,,10:30 desc,Planned,SkySat,2018-02-01 13:37:38
MTG-I1,289,2022-11-30,2029-11-30,"Meteosat Third Generation (MTG) - “I” imaging, “S” sounding","EUMETSAT
EC
ESA",GEO,35786 km,,,,Planned,SkySat,2018-02-01 13:38:33
NI-SAR,639,2022-11-30,2025-11-30,NASA-ISRO Synthetic Aperture Radar,"NASA
ISRO",SunSync,747 km,,,06:00 desc,Planned,SMAP,2022-09-26 10:21:26
Obzor-O N1,648,2022-11-30,2029-11-30,Operative Monitoring Satellite - Optical,"Roscosmos
",SunSync,700 km,,,10:30 desc,Planned,"ACRIM-I
CP
GRS
HXIS
HXRBS
UVSP
XRP",2015-07-29 11:53:50
Obzor-R N1,644,2022-11-30,2027-11-30,Operative Monitoring Satellite - Radar,"Roscosmos
",SunSync,650 km,,,TBD,Planned,"GPS (ESA)
MIRAS
STA",2022-03-28 15:23:38
OceanSat-3A,722,2022-11-30,2027-11-30,Satellite for the Ocean,"ISRO
",SunSync,723 km,,,12:00 desc,Planned,"DCIS
SEM/EPS
SEM/HEPAD
SEM/MAG
SEM/XRS-EUV
VISSR",2015-07-29 11:55:25
PACE,358,2022-11-30,2026-11-30,Pre-ACE (ACE = Aerosol-Cloud Ecosystems),"NASA
CNES",SunSync,676 km,,,12:00 desc,Planned,"DCIS
SEM/EPS
SEM/HEPAD
SEM/MAG
SEM/XRS-EUV
VISSR",2015-07-29 11:56:12
PREFIRE,875,2022-11-30,2026-11-30,Polar Radiant Energy in the Far-InfraRed Experiment,"NASA
",DRIFT,560 km,,90°,,Planned,"ATMS
CERES
CrIS
OMPS-limb
OMPS-nadir
VIIRS",2022-10-17 07:29:49
ResourceSat-3,720,2022-11-30,2027-11-30,Satellite for Earth Resources,"ISRO
",SunSync,795 km,,,10:30 desc,Planned,"CDS
CELIAS
COSTEP
EIT
ERNE
GOLF
LASCO
MDI
SEM (SOHO)
SUMER
SWAN
UVCS
VIRGO",2022-02-22 18:07:02
ResourceSat-3S,747,2022-11-30,2025-11-30,Satellite for Earth Resources,"ISRO
",SunSync,633 km,,,10:30 desc,Planned,"EPD
EUI
MAG (Solar Orbiter)
METIS
PHI
RPW
SPICE
STIX
SWA
SoloHI",2022-10-20 13:23:40
ResourceSat-3SA,748,2022-11-30,2027-11-30,Satellite for Earth Resources,"ISRO
",SunSync,633 km,,,10:30 desc,Planned,"BCS
HXT
SXT
WBS",2015-07-29 12:02:29
Resurs-P4,786,2022-11-30,2026-11-30,Resurs-P,"Roscosmos
",SunSync,477 km,,,10:30 desc,Planned,"EIS
SOT
XRT",2022-01-03 11:38:02
Resurs-P5,787,2022-11-30,2027-11-30,Resurs-P,"Roscosmos
",SunSync,477 km,,,10:30 desc,Planned,"SIM
SOLSTICE
TIM 
XPS",2020-04-12 10:28:08
SAC-E/SABIA-MAR B,627,2022-11-30,2027-11-30,Satélite de Aplicaciones Cientificas,"CONAE
AEB
INPE
NASA",SunSync,645 km,,,10:30 desc,Planned,HRV,2015-07-29 12:04:36
Sentinel-1D,755,2022-11-30,2029-11-30,Sentinel-1,"ESA
EC",SunSync,693 km,,,06:00 desc,Planned,"DORIS
HRV",2015-07-29 12:09:06
SWOT,424,2022-11-30,2026-11-30,Surface Water and Ocean Topography,"NASA
CNES",DRIFT,891 km,,78°,,Planned,"DORIS
HRV
POAM",2015-07-29 12:09:46
TROPICS-04,966,2022-11-30,2024-11-30,Time-Resolved Observations of Precipitation structure and storm Intensity with a Constellation of Smallsats,"NASA
",DRIFT,550 km,,30°,,Planned,"DORIS
HRVIR
PASTEC
POAM
Végétation ",2017-01-05 01:21:03
TROPICS-05,967,2022-11-30,2024-11-30,Time-Resolved Observations of Precipitation structure and storm Intensity with a Constellation of Smallsats,"NASA
",DRIFT,550 km,,30°,,Planned,"DORIS
HRG
HRS
Végétation ",2015-07-29 12:15:16
TROPICS-06,968,2022-11-30,2024-11-30,Time-Resolved Observations of Precipitation structure and storm Intensity with a Constellation of Smallsats,"NASA
",DRIFT,550 km,,30°,,Planned,NAOMI (SPOT),2017-08-03 01:18:18
TROPICS-07,969,2022-11-30,2024-11-30,Time-Resolved Observations of Precipitation structure and storm Intensity with a Constellation of Smallsats,"NASA
",DRIFT,550 km,,30°,,Planned,NAOMI (SPOT),2017-08-03 01:18:51
TEMPO,590,2022-12-31,2024-11-30,"Tropospheric Emissions: Monitoring of Pollution

","NASA
",GEO,35786 km,91 ° W,,,Planned,NAOMI (SSOT),2022-01-03 12:49:39
THEOS-2 Main,889,2023-01-31,2025-11-30,Thailand Earth Observation System,"GISTDA
",SunSync,621 km,,,09:30 desc,Planned,VHRI-100,2018-08-25 12:37:19
THEOS-2 Small,890,2023-02-28,2032-11-30,Thailand Earth Observation System,"GISTDA
",SunSync,590 km,,,10:30 asc,Planned,VHRI-100,2018-08-25 12:40:05
PUNCH,928,2023-09-30,2025-11-30,Polarimeter to UNify the Corona and Heliosphere,"NASA
NRL",SunSync,570 km,,,06:00 asc,Planned,VHRI-100,2018-08-25 12:42:24
Arctica-M N3,693,2023-11-30,2033-11-30,Arctica in Molniya orbit,"RosHydroMet
Roscosmos",Molniya,,,63.4°,,Planned,VHRI-100,2018-12-28 00:46:05
AWS-PFM,934,2023-11-30,2028-11-30,Arctic Weather Satellite,"ESA
EUMETSAT",SunSync,600 km,,,TBD,Planned,LR,2015-07-29 12:26:50
CSG-3,940,2023-11-30,2028-11-30,COSMO-SkyMed Second Generation,"ASI
",SunSync,,,,,Planned,LR,2015-07-29 12:27:30
FLEX,511,2023-11-30,2026-11-30,FLuorescence EXplorer,"ESA
",SunSync,800 km,,,10:00 desc,Planned,"IMPACT/MAG
IMPACT/SEP
IMPACT/STE
IMPACT/SWEA
PLASTIC
S/WAVES
SECCHI/COR-1
SECCHI/COR-2
SECCHI/EUVI
SECCHI/HI-1
SECCHI/HI-2",2022-03-21 10:51:56
